utterance,intent,category,length
berapa banyak akan lunas jika salah kontrak,check_cancellation_fee,CANCELLATION_FEE,7
berapa banyak akan bayar jika patuh kontrak,check_cancellation_fee,CANCELLATION_FEE,7
berapa banyak akan bayar jika langgar kontrak,check_cancellation_fee,CANCELLATION_FEE,7
dengar lihat biaya batal,check_cancellation_fee,CANCELLATION_FEE,4
sayang tunjuk biaya batal,check_cancellation_fee,CANCELLATION_FEE,4
ikut indikasi biaya batal,check_cancellation_fee,CANCELLATION_FEE,4
butuh bantu lihat vonis tari,check_cancellation_fee,CANCELLATION_FEE,5
butuh bantu lihat sanksi tari,check_cancellation_fee,CANCELLATION_FEE,5
periksa penalti batal bagaimana cara laku,check_cancellation_fee,CANCELLATION_FEE,6
bagaimana lihat vonis akhir,check_cancellation_fee,CANCELLATION_FEE,4
bagaimana lihat sanksi akhir,check_cancellation_fee,CANCELLATION_FEE,4
harus bantu periksa biaya batal,check_cancellation_fee,CANCELLATION_FEE,5
dapat bantu periksa biaya batal,check_cancellation_fee,CANCELLATION_FEE,5
butuh bantu lihat vonis batal,check_cancellation_fee,CANCELLATION_FEE,5
perlu bantu periksa biaya henti awal,check_cancellation_fee,CANCELLATION_FEE,6
apa harus laku periksa biaya henti awal,check_cancellation_fee,CANCELLATION_FEE,7
apa dapat laku periksa biaya henti awal,check_cancellation_fee,CANCELLATION_FEE,7
apa bisa laku periksa biaya henti awal,check_cancellation_fee,CANCELLATION_FEE,7
bisa lihat biaya batal,check_cancellation_fee,CANCELLATION_FEE,4
bisa indikasi biaya batal,check_cancellation_fee,CANCELLATION_FEE,4
usaha lihat tuduh putus dini kutuk,check_cancellation_fee,CANCELLATION_FEE,6
upaya lihat tuduh putus dini kutuk,check_cancellation_fee,CANCELLATION_FEE,6
niat lihat tuduh putus dini kutuk,check_cancellation_fee,CANCELLATION_FEE,6
tidak temu vonis terminasi awal,check_cancellation_fee,CANCELLATION_FEE,5
tidak temu sanksi terminasi awal,check_cancellation_fee,CANCELLATION_FEE,5
usaha lihat vonis terminasi awal,check_cancellation_fee,CANCELLATION_FEE,5
upaya lihat sanksi terminasi awal,check_cancellation_fee,CANCELLATION_FEE,5
niat lihat hukum terminasi awal,check_cancellation_fee,CANCELLATION_FEE,5
mana tunda biaya keluar awal,check_cancellation_fee,CANCELLATION_FEE,5
mana tangguh biaya keluar awal,check_cancellation_fee,CANCELLATION_FEE,5
mana tuju biaya keluar awal,check_cancellation_fee,CANCELLATION_FEE,5
tidak tahu bagaimana lihat vonis terminasi awal,check_cancellation_fee,CANCELLATION_FEE,7
tidak tahu bagaimana lihat sanksi terminasi awal,check_cancellation_fee,CANCELLATION_FEE,7
apa harus laku periksa vonis terminasi,check_cancellation_fee,CANCELLATION_FEE,6
apa dapat laku periksa sanksi terminasi,check_cancellation_fee,CANCELLATION_FEE,6
apa bisa laku periksa hukum terminasi,check_cancellation_fee,CANCELLATION_FEE,6
apa dapat laku periksa biaya batal,check_cancellation_fee,CANCELLATION_FEE,6
apa bisa laku periksa biaya batal,check_cancellation_fee,CANCELLATION_FEE,6
tidak temu biaya tari tidak oleh bantu,check_cancellation_fee,CANCELLATION_FEE,7
tidak temu biaya tari tidak terima bantu,check_cancellation_fee,CANCELLATION_FEE,7
tidak temu biaya henti harus,check_cancellation_fee,CANCELLATION_FEE,5
tidak temu biaya henti dapat,check_cancellation_fee,CANCELLATION_FEE,5
tidak temu biaya henti bisa,check_cancellation_fee,CANCELLATION_FEE,5
bisa bantu periksa vonis terminasi,check_cancellation_fee,CANCELLATION_FEE,5
bisa bantu periksa sanksi terminasi,check_cancellation_fee,CANCELLATION_FEE,5
harus lihat biaya keluar awal dapat oleh bantu,check_cancellation_fee,CANCELLATION_FEE,8
harus lihat biaya keluar awal dapat terima bantu,check_cancellation_fee,CANCELLATION_FEE,8
apa harus laku periksa vonis tari,check_cancellation_fee,CANCELLATION_FEE,6
apa harus laku periksa sanksi tari,check_cancellation_fee,CANCELLATION_FEE,6
bagaimana bisa lihat vonis terminasi awal,check_cancellation_fee,CANCELLATION_FEE,6
bagaimana bisa lihat sanksi terminasi awal,check_cancellation_fee,CANCELLATION_FEE,6
periksa vonis terminasi dini,check_cancellation_fee,CANCELLATION_FEE,4
periksa sanksi terminasi dini,check_cancellation_fee,CANCELLATION_FEE,4
tidak tahu cara periksa vonis terminasi,check_cancellation_fee,CANCELLATION_FEE,6
tidak tahu cara periksa sanksi terminasi,check_cancellation_fee,CANCELLATION_FEE,6
bisa lihat saya biaya batal,check_cancellation_fee,CANCELLATION_FEE,5
bisa indikasi saya biaya batal,check_cancellation_fee,CANCELLATION_FEE,5
usaha periksa penalti henti,check_cancellation_fee,CANCELLATION_FEE,4
upaya periksa penalti henti,check_cancellation_fee,CANCELLATION_FEE,4
niat periksa penalti henti,check_cancellation_fee,CANCELLATION_FEE,4
tidak tahu apa harus laksana lihat biaya tari,check_cancellation_fee,CANCELLATION_FEE,8
usaha periksa biaya batal,check_cancellation_fee,CANCELLATION_FEE,4
upaya periksa biaya batal,check_cancellation_fee,CANCELLATION_FEE,4
niat periksa biaya batal,check_cancellation_fee,CANCELLATION_FEE,4
ingin bantu periksa vonis terminasi sial,check_cancellation_fee,CANCELLATION_FEE,6
ingin bantu periksa sanksi terminasi sial,check_cancellation_fee,CANCELLATION_FEE,6
bantu lihat vonis akhir,check_cancellation_fee,CANCELLATION_FEE,4
bantu lihat sanksi akhir,check_cancellation_fee,CANCELLATION_FEE,4
berapa biaya salah kontrak,check_cancellation_fee,CANCELLATION_FEE,4
berapa biaya patuh kontrak,check_cancellation_fee,CANCELLATION_FEE,4
tidak temu vonis henti harus bantu,check_cancellation_fee,CANCELLATION_FEE,6
tidak temu sanksi henti dapat bantu,check_cancellation_fee,CANCELLATION_FEE,6
tidak temu hukum henti bisa bantu,check_cancellation_fee,CANCELLATION_FEE,6
usaha lihat biaya keluar awal,check_cancellation_fee,CANCELLATION_FEE,5
upaya lihat biaya keluar awal,check_cancellation_fee,CANCELLATION_FEE,5
niat lihat biaya keluar awal,check_cancellation_fee,CANCELLATION_FEE,5
bantu lihat vonis terminasi,check_cancellation_fee,CANCELLATION_FEE,4
bantu lihat sanksi terminasi,check_cancellation_fee,CANCELLATION_FEE,4
tidak tahu bagaimana bisa periksa vonis tari,check_cancellation_fee,CANCELLATION_FEE,7
tidak tahu bagaimana bisa periksa sanksi tari,check_cancellation_fee,CANCELLATION_FEE,7
bisa lihat vonis terminasi,check_cancellation_fee,CANCELLATION_FEE,4
bisa tunjuk sanksi terminasi,check_cancellation_fee,CANCELLATION_FEE,4
bisa indikasi hukum terminasi,check_cancellation_fee,CANCELLATION_FEE,4
usaha periksa vonis batal,check_cancellation_fee,CANCELLATION_FEE,4
upaya periksa sanksi batal,check_cancellation_fee,CANCELLATION_FEE,4
niat periksa hukum batal,check_cancellation_fee,CANCELLATION_FEE,4
berapa banyak akan lunas untuk salah kontrak,check_cancellation_fee,CANCELLATION_FEE,7
berapa banyak akan bayar untuk patuh kontrak,check_cancellation_fee,CANCELLATION_FEE,7
berapa banyak akan bayar untuk langgar kontrak,check_cancellation_fee,CANCELLATION_FEE,7
butuh bantu lihat vonis terminasi,check_cancellation_fee,CANCELLATION_FEE,5
butuh bantu lihat sanksi terminasi,check_cancellation_fee,CANCELLATION_FEE,5
butuh bantu periksa vonis batal,check_cancellation_fee,CANCELLATION_FEE,5
butuh bantu periksa sanksi batal,check_cancellation_fee,CANCELLATION_FEE,5
mana periksa vonis terminasi,check_cancellation_fee,CANCELLATION_FEE,4
mana periksa sanksi terminasi,check_cancellation_fee,CANCELLATION_FEE,4
ingin bantu lihat vonis tari,check_cancellation_fee,CANCELLATION_FEE,5
ingin bantu lihat sanksi tari,check_cancellation_fee,CANCELLATION_FEE,5
tunjuk vonis batal,check_cancellation_fee,CANCELLATION_FEE,3
tunjuk sanksi batal,check_cancellation_fee,CANCELLATION_FEE,3
bantu periksa vonis batal,check_cancellation_fee,CANCELLATION_FEE,4
bantu periksa sanksi batal,check_cancellation_fee,CANCELLATION_FEE,4
usaha lihat vonis batal,check_cancellation_fee,CANCELLATION_FEE,4
upaya lihat sanksi batal,check_cancellation_fee,CANCELLATION_FEE,4
niat lihat hukum batal,check_cancellation_fee,CANCELLATION_FEE,4
usaha periksa biaya keluar awal,check_cancellation_fee,CANCELLATION_FEE,5
upaya periksa biaya keluar awal,check_cancellation_fee,CANCELLATION_FEE,5
niat periksa biaya keluar awal,check_cancellation_fee,CANCELLATION_FEE,5
harus bantu periksa vonis terminasi,check_cancellation_fee,CANCELLATION_FEE,5
dapat bantu periksa sanksi terminasi,check_cancellation_fee,CANCELLATION_FEE,5
apa biaya salah kontrak,check_cancellation_fee,CANCELLATION_FEE,4
apa biaya patuh kontrak,check_cancellation_fee,CANCELLATION_FEE,4
mungkin periksa vonis terminasi awal,check_cancellation_fee,CANCELLATION_FEE,5
mungkin periksa sanksi terminasi awal,check_cancellation_fee,CANCELLATION_FEE,5
tidak tahu bagaimana temu faktur bulan juni,check_invoice,INVOICE,7
tidak tahu bagaimana temu faktur bulan agustus,check_invoice,INVOICE,7
tidak tahu bagaimana temu faktur bulan oktober,check_invoice,INVOICE,7
mana temu faktur januari,check_invoice,INVOICE,4
mana temu faktur maret,check_invoice,INVOICE,4
mana temu faktur desember,check_invoice,INVOICE,4
bisa bantu periksa faktur empat beli lalu,check_invoice,INVOICE,7
bisa bantu periksa faktur enam beli lalu,check_invoice,INVOICE,7
bisa bantu periksa faktur tujuh beli lalu,check_invoice,INVOICE,7
apa dapat laku periksa faktur bulan lalu,check_invoice,INVOICE,7
apa bisa laku periksa faktur bulan lalu,check_invoice,INVOICE,7
bisa bantu temu faktur mulai agustus,check_invoice,INVOICE,6
bisa bantu temu faktur mulai juli,check_invoice,INVOICE,6
bisa bantu temu faktur mulai juni,check_invoice,INVOICE,6
harus periksa faktur januari,check_invoice,INVOICE,4
dapat periksa faktur maret,check_invoice,INVOICE,4
bisa periksa faktur desember,check_invoice,INVOICE,4
harus bantu periksa faktur tiga bulan lalu,check_invoice,INVOICE,7
dapat bantu periksa faktur lima bulan lalu,check_invoice,INVOICE,7
bisa bantu periksa faktur enam bulan lalu,check_invoice,INVOICE,7
kumpul faktur bulan lalu,check_invoice,INVOICE,4
jumpa faktur bulan lalu,check_invoice,INVOICE,4
bisa bantu periksa faktur mulai januari,check_invoice,INVOICE,6
bisa bantu periksa faktur mulai maret,check_invoice,INVOICE,6
bisa bantu periksa faktur mulai desember,check_invoice,INVOICE,6
mana bisa temu faktur empat bulan lalu,check_invoice,INVOICE,7
mana bisa temu faktur dua bulan lalu,check_invoice,INVOICE,7
mana bisa temu faktur lima bulan lalu,check_invoice,INVOICE,7
periksa faktur dua bulan lalu,check_invoice,INVOICE,5
periksa faktur lima bulan lalu,check_invoice,INVOICE,5
bantu lihat lihat faktur bulan agustus,check_invoice,INVOICE,6
bantu lihat lihat faktur bulan juli,check_invoice,INVOICE,6
bantu lihat lihat faktur bulan juni,check_invoice,INVOICE,6
apa dapat laku temu faktur bulan lalu,check_invoice,INVOICE,7
apa bisa laku temu faktur bulan lalu,check_invoice,INVOICE,7
harus temu faktur beli lalu,check_invoice,INVOICE,5
dapat temu faktur beli lalu,check_invoice,INVOICE,5
bisa temu faktur beli lalu,check_invoice,INVOICE,5
bisa bantu temu faktur bulan juni,check_invoice,INVOICE,6
bisa bantu temu faktur bulan agustus,check_invoice,INVOICE,6
bisa bantu temu faktur bulan oktober,check_invoice,INVOICE,6
tidak temu faktur enam beli lalu,check_invoice,INVOICE,6
tidak temu faktur delapan beli lalu,check_invoice,INVOICE,6
tidak temu faktur lima beli lalu,check_invoice,INVOICE,6
butuh bantu temu faktur mulai februari,check_invoice,INVOICE,6
butuh bantu temu faktur mulai juni,check_invoice,INVOICE,6
butuh bantu temu faktur mulai januari,check_invoice,INVOICE,6
mana bisa periksa faktur mulai november,check_invoice,INVOICE,6
mana bisa periksa faktur mulai maret,check_invoice,INVOICE,6
mana bisa periksa faktur mulai mei,check_invoice,INVOICE,6
ingin temu faktur empat bulan lalu,check_invoice,INVOICE,6
ingin temu faktur dua bulan lalu,check_invoice,INVOICE,6
ingin temu faktur lima bulan lalu,check_invoice,INVOICE,6
usaha temu faktur enam beli lalu,check_invoice,INVOICE,6
upaya temu faktur delapan beli lalu,check_invoice,INVOICE,6
niat temu faktur lima beli lalu,check_invoice,INVOICE,6
tidak tahu apa dapat laku periksa faktur,check_invoice,INVOICE,7
tidak tahu apa bisa laku periksa faktur,check_invoice,INVOICE,7
harus bantu periksa faktur bulan lalu,check_invoice,INVOICE,6
dapat bantu periksa faktur bulan lalu,check_invoice,INVOICE,6
dengar lihat saya faktur delapan beli lalu,check_invoice,INVOICE,7
sayang tunjuk saya faktur tujuh beli lalu,check_invoice,INVOICE,7
ikut indikasi saya faktur enam beli lalu,check_invoice,INVOICE,7
periksa faktur mulai april,check_invoice,INVOICE,4
periksa faktur mulai oktober,check_invoice,INVOICE,4
periksa faktur mulai desember,check_invoice,INVOICE,4
bantu lihat kilas faktur juni,check_invoice,INVOICE,5
bantu lihat kilas faktur juli,check_invoice,INVOICE,5
bantu lihat kilas faktur maret,check_invoice,INVOICE,5
usaha temu faktur,check_invoice,INVOICE,3
upaya temu faktur,check_invoice,INVOICE,3
niat temu faktur,check_invoice,INVOICE,3
ingin bantu temu faktur mulai november,check_invoice,INVOICE,6
ingin bantu temu faktur mulai oktober,check_invoice,INVOICE,6
ingin bantu temu faktur mulai april,check_invoice,INVOICE,6
mana bisa periksa faktur mulai agustus,check_invoice,INVOICE,6
mana bisa periksa faktur mulai juli,check_invoice,INVOICE,6
mana bisa periksa faktur mulai juni,check_invoice,INVOICE,6
terima temu faktur bulan lalu,check_invoice,INVOICE,5
dengar temu faktur bulan lalu,check_invoice,INVOICE,5
tidak tahu apa dapat laku temu faktur,check_invoice,INVOICE,7
tidak tahu apa bisa laku temu faktur,check_invoice,INVOICE,7
bagaimana cara temu faktur november,check_invoice,INVOICE,5
bagaimana cara temu faktur maret,check_invoice,INVOICE,5
bagaimana cara temu faktur mei,check_invoice,INVOICE,5
apa harus laku temu faktur,check_invoice,INVOICE,5
apa dapat laku temu faktur,check_invoice,INVOICE,5
apa bisa laku temu faktur,check_invoice,INVOICE,5
bantu periksa faktur mulai juli,check_invoice,INVOICE,5
bantu periksa faktur mulai mei,check_invoice,INVOICE,5
bantu periksa faktur mulai maret,check_invoice,INVOICE,5
periksa faktur juni,check_invoice,INVOICE,3
periksa faktur juli,check_invoice,INVOICE,3
periksa faktur maret,check_invoice,INVOICE,3
harus temu faktur januari,check_invoice,INVOICE,4
dapat temu faktur februari,check_invoice,INVOICE,4
bisa temu faktur maret,check_invoice,INVOICE,4
tidak tahu bagaimana dapat temu faktur mulai desember,check_invoice,INVOICE,8
tidak tahu bagaimana dapat temu faktur mulai februari,check_invoice,INVOICE,8
tidak tahu bagaimana dapat temu faktur mulai maret,check_invoice,INVOICE,8
bisa lihat faktur,check_invoice,INVOICE,3
bisa indikasi faktur,check_invoice,INVOICE,3
mana periksa faktur delapan bulan lalu,check_invoice,INVOICE,6
mana periksa faktur empat bulan lalu,check_invoice,INVOICE,6
mana periksa faktur tujuh bulan lalu,check_invoice,INVOICE,6
harus bantu periksa faktur,check_invoice,INVOICE,4
dapat bantu periksa faktur,check_invoice,INVOICE,4
harus periksa faktur delapan bulan lalu,check_invoice,INVOICE,6
dapat periksa faktur empat bulan lalu,check_invoice,INVOICE,6
bisa periksa faktur tujuh bulan lalu,check_invoice,INVOICE,6
harus periksa faktur,check_invoice,INVOICE,3
dapat periksa faktur,check_invoice,INVOICE,3
mana bisa lihat lihat faktur januari,check_invoice,INVOICE,6
mana bisa lihat lihat faktur maret,check_invoice,INVOICE,6
mana bisa lihat lihat faktur desember,check_invoice,INVOICE,6
periksa faktur delapan beli lalu,check_invoice,INVOICE,5
periksa faktur tujuh beli lalu,check_invoice,INVOICE,5
periksa faktur enam beli lalu,check_invoice,INVOICE,5
perlu bantu periksa faktur beli akhir,check_invoice,INVOICE,6
bantu lihat lihat faktur juni,check_invoice,INVOICE,5
bantu lihat lihat faktur agustus,check_invoice,INVOICE,5
bantu lihat lihat faktur oktober,check_invoice,INVOICE,5
perlu bantu temu faktur,check_invoice,INVOICE,4
usaha temu faktur bulan juli,check_invoice,INVOICE,5
upaya temu faktur bulan mei,check_invoice,INVOICE,5
niat temu faktur bulan maret,check_invoice,INVOICE,5
bagaimana cara lihat lihat faktur juli,check_invoice,INVOICE,6
bagaimana cara lihat lihat faktur oktober,check_invoice,INVOICE,6
bagaimana cara lihat lihat faktur juni,check_invoice,INVOICE,6
apa harus laku temu faktur januari,check_invoice,INVOICE,6
apa dapat laku temu faktur maret,check_invoice,INVOICE,6
apa bisa laku temu faktur desember,check_invoice,INVOICE,6
asumsi kilas faktur delapan bulan lalu,check_invoice,INVOICE,6
menujukkan kilas faktur empat bulan lalu,check_invoice,INVOICE,6
sirat kilas faktur tujuh bulan lalu,check_invoice,INVOICE,6
bagaimana cara periksa faktur empat bulan lalu,check_invoice,INVOICE,7
bagaimana cara periksa faktur dua bulan lalu,check_invoice,INVOICE,7
bagaimana cara periksa faktur lima bulan lalu,check_invoice,INVOICE,7
mana bisa periksa faktur empat beli lalu,check_invoice,INVOICE,7
mana bisa periksa faktur enam beli lalu,check_invoice,INVOICE,7
mana bisa periksa faktur tujuh beli lalu,check_invoice,INVOICE,7
periksa faktur enam bulan lalu,check_invoice,INVOICE,5
dengar lihat faktur bulan lalu,check_invoice,INVOICE,5
sayang tunjuk faktur bulan lalu,check_invoice,INVOICE,5
ikut indikasi faktur bulan lalu,check_invoice,INVOICE,5
bantu temu faktur tiga bulan lalu,check_invoice,INVOICE,6
bantu temu faktur lima bulan lalu,check_invoice,INVOICE,6
bantu temu faktur enam bulan lalu,check_invoice,INVOICE,6
apa harus laku periksa faktur mulai juni,check_invoice,INVOICE,7
apa harus laku periksa faktur mulai agustus,check_invoice,INVOICE,7
apa harus laku periksa faktur mulai oktober,check_invoice,INVOICE,7
bantu temu faktur mulai desember,check_invoice,INVOICE,5
bantu temu faktur mulai februari,check_invoice,INVOICE,5
bantu temu faktur mulai maret,check_invoice,INVOICE,5
tidak tahu cara periksa faktur delapan bulan lalu,check_invoice,INVOICE,8
tidak tahu cara periksa faktur empat bulan lalu,check_invoice,INVOICE,8
tidak tahu cara periksa faktur tujuh bulan lalu,check_invoice,INVOICE,8
usaha temu faktur dua beli lalu,check_invoice,INVOICE,6
upaya temu faktur dua beli lalu,check_invoice,INVOICE,6
niat temu faktur dua beli lalu,check_invoice,INVOICE,6
bagaimana cara periksa faktur lima beli lalu,check_invoice,INVOICE,7
bagaimana cara periksa faktur delapan beli lalu,check_invoice,INVOICE,7
